age,annual_income,employment_years,debt,number_of_open_accounts,payment_history_score,late_payments,credit_utilization,loan_amount,previous_defaults,savings,creditworthy
51,29666.97,0.0,48291.65,12,70.01,0,0.2282,20210.6,0,15160.02,0
50,49090.96,0.78,22161.11,4,85.96,2,0.2891,46839.14,0,14643.15,1
55,57601.21,8.08,19651.57,3,76.44,0,0.4033,23630.83,0,1464.92,1
33,43859.09,15.85,22870.65,7,79.51,5,0.3435,13894.34,0,13792.1,0
29,62380.47,8.01,26730.15,2,59.98,2,0.3308,23021.93,1,6109.76,0
23,174402.21,10.51,12933.4,12,76.1,0,0.516,24625.0,1,2736.23,0
63,52071.29,5.31,9162.4,4,70.46,0,0.3484,6400.08,1,14712.88,0
31,45213.72,4.45,41105.75,3,68.74,4,0.1747,12104.44,0,12707.75,0
49,,7.41,18319.35,3,61.13,1,0.2297,28433.54,0,13699.77,1
43,61261.15,3.71,38449.82,5,86.64,0,0.3933,33196.5,1,22399.07,0
28,105112.82,10.62,67174.84,9,77.53,5,0.0903,21343.37,0,6498.5,1
41,59230.86,0.0,27299.37,11,75.91,0,0.508,13529.26,1,4912.0,1
25,49182.74,11.45,23979.77,9,100.0,2,0.0825,15736.69,3,11566.07,1
29,24647.04,7.2,150000.0,8,79.58,0,0.4809,10615.82,0,7916.37,0
27,26534.68,5.93,21242.16,4,91.21,2,0.1582,16735.43,0,136122.77,1
61,24077.28,0.0,7522.77,12,76.37,1,0.6071,32636.25,0,10395.7,1
48,65237.59,2.1,14373.58,12,66.35,2,0.4831,98504.69,0,11662.66,0
66,29794.41,12.99,62284.93,8,55.05,2,0.1902,7747.73,0,5265.55,1
42,96770.58,5.96,6391.94,10,75.86,3,0.5915,43689.38,0,4526.06,0
30,55753.72,8.39,9859.19,4,29.38,1,0.5644,23531.39,0,2557.16,1
50,49276.59,2.6,43619.89,6,76.36,0,0.819,5867.96,0,8449.01,0
66,37622.35,6.85,14484.44,10,77.05,2,0.2325,16810.19,0,9381.82,0
47,72773.34,0.14,16480.45,6,68.52,3,0.3165,15846.98,0,30230.91,1
21,38294.61,7.5,42481.56,10,70.52,1,0.4118,17979.62,0,8959.82,1
35,35301.06,8.85,10144.33,11,51.98,1,0.0906,37480.39,0,7767.3,1
66,93886.88,8.6,5559.4,12,94.17,1,0.448,71721.07,0,13794.86,1
46,64515.96,2.48,5925.49,4,66.6,0,0.2904,44563.91,0,10081.34,0
67,49482.3,5.29,28668.42,6,56.45,0,0.6294,20891.4,1,26166.32,1
45,73403.97,9.69,22146.45,5,80.71,0,0.3934,22580.95,1,40155.73,1
21,55221.51,5.94,10343.09,7,73.77,1,0.1351,77141.42,0,10632.52,1
63,65345.53,5.56,7123.07,9,66.27,0,0.4742,8578.63,1,4578.38,1
58,38082.38,16.52,14496.59,4,64.58,5,0.0772,42941.05,1,9620.35,0
56,139632.3,2.25,43973.43,3,71.91,0,0.3142,8062.93,1,13258.26,0
68,42372.7,12.4,9223.16,4,93.53,0,0.2043,6187.55,0,3252.64,0
30,110779.37,1.23,10593.33,10,79.51,3,0.3829,27999.6,0,8425.57,1
65,50518.63,10.27,6944.53,12,71.45,0,0.1977,5640.82,0,2842.71,0
32,79085.29,10.54,13415.91,2,85.64,0,0.6977,13672.68,0,15950.6,0
68,76533.9,4.45,23590.28,12,72.44,1,0.1022,47103.94,1,4042.01,1
30,92149.89,0.91,97759.18,1,78.42,3,0.325,9493.91,0,8178.03,0
47,37677.1,0.0,21425.82,7,74.42,0,0.361,63314.74,0,9537.71,0
59,89243.55,3.92,17243.4,2,81.44,1,0.431,3706.49,2,3440.11,0
24,126245.84,9.63,35899.42,12,64.89,2,0.2877,37388.35,0,11410.6,1
24,48955.97,1.61,31416.84,10,53.77,0,0.4957,6831.1,0,4153.75,0
62,55865.72,7.48,11338.94,5,86.51,1,0.2997,15710.76,1,41872.1,1
23,43457.45,0.0,113524.63,9,96.08,1,0.4979,20934.38,0,36542.73,0
51,47060.63,5.83,17652.28,11,54.53,0,0.7398,14772.41,0,31813.55,0
66,118803.81,1.26,21746.92,3,74.87,2,0.5642,15033.63,2,12618.97,0
51,35002.79,6.61,27978.9,8,64.82,2,0.2782,6519.59,0,15005.19,0
44,35994.99,4.49,23737.82,4,86.13,0,0.1466,48465.71,0,9435.34,1
41,113549.47,1.05,60988.78,9,75.95,0,0.8948,7610.32,0,17934.38,0
52,72848.36,3.71,11228.38,7,100.0,0,0.4766,7605.55,0,48309.21,1
49,142807.82,2.33,33685.84,9,67.18,2,0.2126,16815.61,0,4584.66,0
45,44908.89,0.43,20532.86,8,96.6,1,0.5232,11051.78,0,16452.98,1
28,58215.97,12.41,39509.86,8,98.15,1,0.7947,32374.77,1,2369.83,1
53,40854.97,5.2,15155.8,2,80.54,1,0.4404,12389.8,0,7636.99,1
57,58663.56,0.0,13599.59,11,72.59,0,0.2719,17985.18,0,10464.37,1
55,,3.88,32331.13,3,73.52,2,0.2428,19502.0,0,14735.76,0
24,74855.74,11.57,23969.12,5,72.16,2,0.6575,35588.82,0,20354.76,1
55,63618.0,3.19,9338.41,7,90.13,3,0.1596,12440.89,0,35986.04,0
56,53593.81,14.49,52818.5,11,58.04,1,0.2411,5585.2,0,3138.36,0
29,46139.49,2.72,32342.41,8,69.42,0,0.5741,10212.7,0,24219.52,0
62,36770.43,9.52,,3,67.49,2,0.4298,39904.39,1,56151.48,0
46,76310.0,12.18,12376.34,4,44.38,4,0.5612,22965.99,2,7910.77,0
44,32470.85,9.25,24087.1,3,85.74,1,0.3596,13888.81,1,7069.29,1
56,69247.45,0.13,30531.53,8,89.01,2,0.6156,18786.83,0,13366.14,1
45,139887.19,2.29,5028.45,9,61.85,3,0.281,14945.79,1,10474.68,0
47,107320.3,12.85,24310.7,9,88.48,0,0.3626,31241.76,0,9862.03,1
36,27939.06,2.98,30338.44,10,46.66,2,0.4085,22796.48,0,43656.22,0
66,43198.3,11.88,2741.25,9,,2,0.3385,14807.78,0,101910.32,1
68,66485.64,4.85,21058.9,11,69.98,4,0.4516,34217.38,0,8953.29,1
27,53287.74,7.71,31376.5,11,73.4,1,0.5209,41023.1,0,96148.07,1
56,29300.38,0.07,28647.74,4,73.32,1,0.2651,9457.71,0,8713.57,0
22,65413.28,3.96,34203.58,4,70.77,1,0.7548,9579.56,1,23710.15,0
39,54752.64,2.62,13850.46,1,65.8,2,0.5515,96647.29,1,4680.99,1
68,130161.97,8.13,7833.79,4,70.26,2,0.3526,27900.04,1,5418.43,0
29,49076.5,7.47,4265.57,7,93.81,1,0.6856,57910.9,0,8953.34,1
39,93031.18,9.31,43127.05,8,62.74,2,0.8005,33616.91,0,25358.94,1
31,31098.0,4.55,31589.48,11,100.0,0,0.1791,24827.98,0,14466.64,1
56,34630.3,2.35,45840.27,8,61.84,1,0.6625,4033.72,1,2730.94,1
43,76102.5,7.91,10077.03,12,75.84,0,0.0725,7656.52,1,3614.06,1
50,89569.25,1.85,34241.59,7,81.14,1,0.3125,28377.53,1,2532.96,0
67,35748.43,12.39,5409.88,11,67.33,1,0.3697,9553.62,1,15964.15,0
46,55599.16,6.43,8978.0,10,94.12,1,0.624,16225.6,0,13697.4,0
56,29536.38,5.37,19908.63,6,80.72,1,0.1007,34042.63,2,13462.96,1
25,50692.82,9.31,30598.1,11,68.72,1,0.3382,19792.84,0,13335.48,1
31,80153.89,6.62,68963.8,11,93.94,1,0.6536,23795.97,0,6060.75,0
67,45222.82,0.0,14854.76,4,55.75,2,0.371,47557.52,0,13963.36,0
63,49169.21,1.69,9004.93,3,62.95,1,0.0892,50970.96,0,43568.2,1
53,33079.88,12.29,8642.16,2,81.0,3,0.3104,17304.24,0,20009.49,1
39,41082.08,7.42,10382.22,12,84.82,1,0.6155,43909.83,0,4183.72,1
30,121326.24,0.0,106398.68,6,77.16,1,0.3485,9186.99,0,8872.01,0
62,56834.83,8.76,32978.99,7,69.96,0,0.3404,21096.86,0,6812.72,0
59,35033.15,4.2,43833.45,4,67.98,0,0.561,26751.31,0,26517.42,1
32,47736.0,2.63,14867.58,5,90.1,0,0.6103,16719.75,0,4630.62,0
49,26802.38,1.28,17976.27,5,75.85,1,0.2115,15408.76,0,14120.48,0
51,34846.8,12.0,31493.57,7,58.04,0,0.242,8221.74,0,8803.59,1
44,101441.88,0.0,12009.92,3,57.12,0,0.1672,17557.37,0,5953.7,0
66,51584.23,2.81,14258.1,10,96.22,0,0.4572,5838.3,0,14452.41,1
27,,7.6,10491.95,5,60.5,1,0.2427,16397.77,0,9824.35,0
33,52690.05,14.89,12583.39,3,76.36,0,0.0476,18776.13,0,23432.4,1
25,54116.7,9.77,18719.29,1,93.61,0,0.0518,30326.84,0,7729.72,0
54,73386.17,2.77,9327.84,2,80.67,3,0.6272,7900.8,0,4136.67,0
52,16521.6,14.65,22627.25,4,59.88,2,0.3505,22834.81,0,9957.12,1
69,60313.5,0.22,22601.97,9,55.75,1,0.2035,26820.38,0,15028.62,0
47,53800.85,8.33,15595.35,11,100.0,0,0.3261,17724.2,0,20785.65,0
28,107345.29,9.44,9285.03,12,55.34,2,0.4923,24620.23,0,10147.53,0
43,84897.01,2.59,19576.74,4,63.15,1,0.2742,21742.91,1,25626.82,1
25,33021.93,10.49,12018.51,8,77.96,3,0.5269,2915.06,0,3588.47,0
53,96187.13,4.43,18683.62,4,68.5,0,0.4714,9439.31,0,28981.74,0
54,48876.25,10.48,43331.23,2,81.18,1,0.4252,80664.64,0,20026.94,1
63,36610.29,0.0,6606.27,7,48.52,2,0.3114,28491.12,0,8050.7,1
37,60101.19,8.67,102428.07,8,68.63,1,0.2258,11813.56,0,30823.08,0
36,50203.61,4.94,16985.38,10,82.84,0,0.2568,23266.42,2,15879.14,0
24,109907.88,12.75,25024.2,2,82.9,4,0.42,29608.37,1,37881.62,1
41,64110.82,6.78,9856.9,9,62.84,3,0.7753,52939.92,0,5963.68,0
44,60333.03,13.25,,4,55.65,2,0.4917,13706.19,0,6491.75,1
57,82485.65,9.54,16278.91,4,75.42,2,0.3507,11859.83,0,19681.06,0
57,89938.44,6.36,13132.33,1,51.0,0,0.5154,12704.37,0,12749.29,1
27,78253.65,10.94,11358.42,3,92.55,1,0.4452,12066.08,1,3284.34,1
34,104177.04,10.97,14520.74,6,74.52,2,0.1617,11785.45,0,64585.69,1
46,72330.09,9.36,25154.82,3,60.85,1,0.2101,20522.96,1,58064.62,1
37,59309.91,0.0,20668.7,4,55.13,3,0.0577,13405.13,0,14256.38,0
22,96058.81,2.09,,7,61.87,1,0.5426,17234.51,0,6466.85,0
62,,13.92,10188.25,2,47.01,1,0.2574,66754.58,0,6600.02,1
56,55829.04,0.72,9728.24,11,79.92,1,0.3242,9205.92,0,16996.59,0
46,119347.9,11.41,12449.4,4,59.15,2,0.245,22786.18,0,43718.2,0
36,114114.12,10.53,26012.89,10,78.39,0,0.3029,8129.09,0,129750.87,1
62,54798.02,3.37,,8,80.6,3,0.3729,34442.13,1,9148.99,1
22,44846.03,0.0,34056.03,10,87.46,1,0.3795,39395.85,0,8710.26,1
42,106246.44,4.16,17978.89,4,76.03,1,0.3022,9806.07,1,10340.33,1
60,78847.96,17.39,24464.46,3,90.0,2,0.3736,11059.21,0,17333.36,1
67,63392.45,2.68,15730.65,2,94.18,1,0.1923,28705.02,0,5560.64,1
33,47583.71,3.03,4466.18,3,76.13,0,0.0762,14853.43,1,3519.93,0
52,63853.84,2.01,15144.39,7,77.1,3,0.3433,48539.65,0,9730.8,0
30,54465.33,13.07,13331.24,8,63.08,0,0.2597,7760.83,0,15860.3,1
26,40787.72,5.79,7839.19,10,56.2,1,0.1997,38256.21,0,56133.86,1
38,58288.35,3.87,11432.46,12,92.51,3,0.2454,86197.38,0,4542.4,0
64,61977.66,14.07,20054.33,10,81.69,2,0.1816,23684.75,0,33161.03,1
54,46451.34,9.9,7270.13,5,82.99,1,0.3658,11525.34,0,10945.47,1
44,82603.72,2.4,10193.43,6,62.55,1,0.4647,10447.89,1,9634.22,1
34,98229.62,0.88,62096.73,12,97.98,1,0.5615,16070.03,0,2969.04,0
27,85096.61,12.79,4993.85,9,68.34,4,0.5001,28893.46,0,17075.25,1
34,48570.75,7.08,15546.35,6,59.17,0,0.2927,6327.23,0,15368.8,0
28,77281.37,0.0,7080.36,10,62.82,3,0.2717,14490.95,1,92378.51,0
30,56963.79,0.0,9865.68,2,97.14,0,0.176,19737.14,0,9513.0,1
54,31539.71,1.42,15366.38,9,54.22,0,0.3153,53425.3,0,48574.65,0
27,74445.06,0.8,8168.71,12,59.98,1,0.3789,66258.48,0,9121.04,1
23,58738.33,0.0,28488.95,7,100.0,2,0.4901,16415.88,0,8822.86,0
47,176695.83,1.5,53053.04,8,87.06,1,0.2774,8285.58,0,2644.6,1
35,105964.6,2.4,35294.05,1,60.27,0,0.5477,19855.33,0,33774.52,0
43,75743.36,4.69,40856.35,8,54.7,0,0.1653,20359.41,0,13584.0,0
27,61526.0,15.46,5969.02,4,45.24,0,0.483,41291.64,0,11947.86,1
31,59205.13,5.67,14819.07,12,73.55,1,0.2817,13194.36,0,9241.68,1
42,35011.37,6.16,26162.02,4,83.65,2,0.4351,9007.6,0,14832.73,1
54,25148.27,9.55,36137.26,4,96.3,2,0.1266,17853.86,0,6327.27,0
41,37139.52,5.81,73189.66,5,41.7,2,0.5868,14186.56,1,17986.82,0
47,53831.59,9.0,42334.55,9,50.79,2,0.674,13925.57,1,5082.36,0
46,21324.16,8.4,36876.06,12,70.09,1,0.4756,9801.78,0,10637.36,0
34,43051.13,7.61,148005.32,5,100.0,2,0.4684,7474.89,0,18775.45,0
34,49200.67,20.83,19441.68,3,86.17,2,0.1303,27594.69,0,42595.94,1
41,49918.48,11.56,14283.79,10,77.96,2,0.5472,21653.75,0,14494.57,1
22,40835.74,1.59,20744.02,7,52.4,1,0.1159,10256.33,0,38547.38,1
54,47164.99,8.85,8656.67,6,38.08,0,0.2012,31954.95,1,11865.2,0
51,119472.4,3.04,19000.76,12,72.62,2,0.3996,4955.76,2,5172.27,0
36,74091.33,9.23,4521.71,6,70.41,0,0.4553,13528.19,0,78127.45,0
39,42742.67,0.12,11784.16,8,67.72,1,0.5868,20928.64,0,10814.69,0
37,53334.14,1.46,16413.51,12,65.91,1,0.2553,39089.95,0,28135.01,0
52,54303.69,8.72,38477.74,3,60.03,4,0.1296,12201.0,0,6863.55,0
58,38929.54,11.99,43782.94,11,56.36,4,0.2664,39535.45,0,19174.39,0
26,38908.96,9.51,8326.79,12,94.23,2,0.3647,11406.26,2,16362.3,1
41,86666.64,11.27,94745.89,6,57.82,4,0.1477,31989.07,0,11997.97,0
21,45532.68,8.87,20268.55,5,67.58,2,0.5275,58433.3,1,74518.06,1
43,33606.51,7.86,21810.85,2,71.37,0,0.2005,8938.9,0,17650.86,0
33,53942.57,4.48,4934.33,1,83.3,1,0.4682,20012.86,1,8593.18,1
37,57999.68,11.07,10960.81,12,58.37,3,0.749,26279.93,0,49478.68,0
43,22637.69,12.12,41688.73,6,87.65,1,0.4474,7533.75,0,2350.75,1
36,54000.72,6.68,20618.62,9,62.73,1,0.5072,24364.18,0,3230.52,0
40,81281.96,6.42,19621.45,3,69.41,2,0.2006,12108.17,0,26494.79,1
58,67382.57,14.96,21587.39,4,98.29,5,0.3399,9977.48,0,14716.66,1
60,150015.85,6.9,5673.51,10,56.49,1,0.3103,13383.88,0,7338.53,1
21,96576.21,7.38,16661.24,8,83.53,0,0.7363,12719.16,1,17080.09,1
39,105567.81,9.42,55536.25,3,88.07,1,0.4296,31527.3,1,31332.26,0
62,193905.68,6.51,42937.17,1,76.96,1,0.2672,17988.55,0,4636.13,0
46,77362.6,2.9,16284.48,10,,0,0.1092,90729.31,0,11090.64,1
31,59187.76,8.89,62884.94,1,100.0,1,0.5517,12367.97,0,12423.04,1
50,85243.88,6.81,6573.81,1,71.78,0,0.2814,25080.49,0,15808.37,1
28,42763.15,16.21,8273.14,4,75.27,1,0.4193,16198.29,0,21428.4,1
22,57730.87,10.94,79939.46,12,66.62,3,0.6733,7367.27,0,2041.53,0
51,41093.74,4.02,28581.23,8,74.42,1,0.2981,54799.41,1,19442.53,0
46,65787.26,10.65,14285.74,1,87.43,1,0.4227,19571.4,0,2153.65,1
58,41016.49,8.54,17220.78,12,67.6,0,0.4869,10419.72,1,11606.82,1
37,40375.18,13.55,9441.05,12,38.26,0,0.1154,23813.89,0,4642.16,1
62,66247.4,4.38,22457.98,9,80.22,0,0.1072,37105.29,0,14322.55,1
41,51695.1,7.94,21079.11,1,54.75,0,0.1792,9936.04,0,21844.79,0
57,23102.68,6.5,18288.63,1,83.87,0,0.3669,18645.72,0,12633.75,0
25,28569.3,7.29,7117.57,11,71.98,3,0.2614,37285.64,0,6666.2,1
25,32820.83,2.57,22246.32,10,87.09,0,0.092,20204.9,0,3671.46,0
59,36965.9,9.88,11784.23,10,56.83,1,0.4469,26530.43,1,11607.23,0
61,66275.72,9.09,8179.16,6,63.44,2,0.37,14962.27,0,8318.79,1
67,60694.66,13.43,49588.84,8,66.56,4,0.4493,5985.58,3,16244.49,0
36,88828.62,6.95,102120.03,3,48.28,1,0.4448,15091.33,0,8144.33,1
22,77176.42,4.94,85154.55,1,89.78,1,0.1387,12157.3,0,42386.45,1
69,89093.78,10.95,30279.47,3,45.99,0,0.2224,16677.58,0,12514.94,1
50,72320.78,3.03,14554.55,8,89.56,2,0.3336,12250.88,0,27450.84,0
33,60442.28,12.42,17014.86,5,78.79,0,0.3815,20278.78,0,7657.71,1
58,90201.09,12.41,24899.65,8,68.82,1,0.3719,14121.11,0,23253.63,0
65,83185.16,13.29,12860.67,6,77.52,0,0.13,31707.95,0,21040.29,1
34,65142.43,8.88,51698.04,7,77.08,1,0.4237,27697.41,1,6503.17,0
58,97447.67,4.57,3531.74,12,65.59,0,0.1721,9424.05,1,3117.97,0
59,19139.01,7.55,14207.8,8,76.77,1,0.4266,43378.54,0,37575.05,1
45,48261.05,8.9,34165.93,12,83.7,2,0.3259,10849.15,0,8223.21,0
51,47929.32,4.2,9154.49,12,56.89,0,0.1482,8193.56,0,6708.77,0
34,92392.01,13.67,14853.75,8,77.54,3,0.1656,37679.67,0,9157.89,1
66,111548.66,9.9,28941.79,12,29.98,1,0.4536,11890.72,0,5118.52,0
69,28638.51,2.54,60641.96,3,41.13,2,0.5321,19275.79,0,21155.85,0
69,103788.84,16.41,6393.11,7,81.03,3,0.2991,7307.47,0,11903.57,0
57,32465.66,7.49,6024.97,1,65.31,0,0.3591,13931.47,0,12578.86,1
23,32910.32,1.53,,2,58.34,2,0.2033,16603.49,1,33430.67,1
38,49496.63,2.85,5261.12,2,71.15,3,0.4054,13675.29,1,13127.2,1
42,47662.28,14.44,5569.3,2,65.66,1,0.8044,12562.38,0,49546.83,0
68,27277.04,16.12,8266.76,5,56.18,1,0.4348,18523.73,0,11788.01,1
47,73683.45,12.05,48287.2,9,45.78,2,0.5563,35995.52,1,3094.45,0
47,74668.95,13.6,14023.16,12,40.51,1,0.1445,9311.38,0,5403.17,1
28,88380.55,13.08,18457.52,12,83.82,1,0.3586,3068.36,0,6235.99,1
59,45253.42,9.78,8381.28,3,65.24,0,0.1651,42864.15,0,13282.0,1
37,54029.0,8.65,29880.36,6,87.51,1,0.1072,11353.78,0,47218.37,0
25,54252.06,9.7,80719.73,6,65.08,3,0.2001,12051.4,1,14220.46,0
69,117557.92,10.68,8848.68,2,77.68,0,0.6177,12287.86,1,9768.86,0
30,15362.4,3.29,71533.83,1,69.99,1,0.2542,7103.05,1,9134.12,0
21,35755.65,10.66,24092.76,5,72.71,2,0.2382,13652.7,1,19605.45,0
24,55137.31,14.29,18244.48,11,73.49,1,0.2996,14798.2,1,17441.32,1
43,33744.81,5.97,24790.76,5,64.87,1,0.343,24411.28,0,24602.24,0
26,48964.18,5.43,24601.14,5,52.33,0,0.2656,12268.04,0,6369.92,0
62,51966.5,9.38,79523.72,12,84.26,0,0.333,3258.96,0,90980.4,1
46,40910.0,3.75,27290.76,5,97.5,2,0.2709,7058.43,1,8800.85,0
36,56618.98,0.42,27750.6,9,98.55,1,0.4151,39299.52,1,6774.01,0
21,72966.49,12.74,12847.79,12,63.15,2,0.1394,9996.79,0,35166.24,0
44,49452.53,4.75,35220.68,2,60.27,1,0.0885,26375.7,1,27036.44,0
28,44853.23,7.09,8372.01,7,63.13,1,0.4556,10923.94,1,6722.34,0
68,51046.6,3.95,19640.13,5,69.19,1,0.1982,31796.42,1,22086.46,1
35,54816.26,13.38,150000.0,2,71.16,2,0.1363,19292.77,1,8178.34,0
44,25133.19,11.27,2427.88,1,56.03,1,0.1037,6517.16,0,17495.11,0
21,67696.36,5.8,21690.82,8,48.32,1,0.3991,7930.47,0,14821.87,1
27,44897.52,1.1,22368.87,8,72.8,4,0.3215,6344.11,0,118638.8,1
31,97030.36,5.27,14997.76,7,15.51,0,0.1975,34093.24,0,41938.74,1
23,71758.57,9.85,15283.23,9,70.39,0,0.3325,7457.59,1,31338.77,0
56,93117.59,7.94,19365.62,9,56.88,3,0.6748,13900.01,0,23900.79,0
67,34896.32,7.55,14713.55,1,84.48,0,0.2117,17016.59,3,3884.15,0
69,46535.21,8.06,21497.91,1,88.76,0,0.1216,21026.26,1,14174.23,1
34,31444.59,10.79,12185.94,5,89.14,1,0.3913,13035.14,0,8084.11,0
59,40044.73,6.79,90766.11,7,66.46,0,0.0612,5974.53,0,11458.55,1
45,96619.5,9.25,14713.43,11,53.84,0,0.2878,7733.89,0,12965.34,0
23,107415.44,2.07,28390.68,12,58.97,1,0.359,8619.23,0,2563.98,0
25,32808.03,19.77,10539.63,10,76.6,2,0.3168,2819.65,0,9294.53,0
47,44750.75,5.58,37973.41,4,45.67,3,0.4822,24348.78,1,13453.79,0
41,53146.12,8.02,32367.21,7,94.3,0,0.2742,25640.51,1,27598.06,0
21,71582.86,9.83,25173.2,2,66.71,0,0.4761,8500.38,0,5927.69,1
66,24913.72,4.95,7912.97,6,80.0,3,0.3148,44859.9,1,5892.02,0
56,26735.26,7.04,9859.64,2,43.5,2,0.7925,16708.07,0,5550.49,0
45,68556.96,6.98,69359.99,12,57.18,0,0.6399,32577.26,0,9012.18,0
69,22880.06,2.43,9772.7,6,41.51,1,0.5036,30984.93,0,4349.24,1
68,44982.54,9.19,30056.94,9,88.34,2,0.1732,16386.53,0,39610.74,1
68,59161.71,0.0,8453.96,2,69.44,0,0.6216,4348.59,0,24124.42,0
33,66312.8,15.76,40329.3,12,81.14,3,0.5462,20691.03,0,138166.43,1
64,51601.98,10.96,10394.26,7,73.01,2,0.2243,26019.81,1,7438.23,0
45,46653.25,10.2,8329.65,1,79.5,1,0.1346,11399.61,0,26032.37,1
56,80430.23,0.0,10180.74,5,66.6,1,0.5406,20144.79,0,4025.92,0
63,62531.84,3.04,11557.44,3,68.74,2,0.4955,17642.31,0,45037.55,1
29,41106.89,13.95,24881.15,1,70.53,1,0.3485,9235.67,0,9892.71,0
42,55941.61,27.76,19027.37,1,78.49,0,0.2822,16784.47,0,11123.72,0
27,65350.12,12.97,7495.08,9,78.91,0,0.079,12602.88,0,37818.53,1
34,119168.68,12.18,17602.03,11,100.0,1,0.3896,23404.33,0,35802.83,1
41,78349.44,9.62,7210.73,8,98.91,3,0.2263,11909.87,0,4967.61,1
62,95000.65,2.76,30120.85,9,43.54,1,0.373,10937.58,0,10907.99,1
63,41785.94,11.98,34879.32,1,69.71,0,0.1657,5719.92,0,43264.94,1
40,43443.05,1.49,17658.44,3,65.51,1,0.7065,84342.42,1,8617.38,0
37,49472.26,0.95,22369.41,1,92.48,3,0.2604,13112.59,1,15803.8,0
47,51558.93,0.63,73117.74,12,66.95,4,0.1273,8158.11,0,19475.47,0
65,34943.13,11.88,15867.76,9,79.43,1,0.4015,27462.76,0,42647.1,1
68,97222.61,6.71,8456.75,12,34.61,0,0.2428,20516.32,2,21887.41,1
32,81846.16,7.5,28609.19,11,47.78,3,0.7192,26419.73,0,9638.58,0
30,47931.75,6.92,7273.58,3,100.0,0,0.4015,28452.55,0,2050.0,1
55,73413.14,1.37,15209.44,7,72.8,0,0.6585,38796.0,0,22603.31,1
35,60802.92,3.65,11147.1,8,56.02,4,0.307,8542.38,0,14013.58,0
30,76039.72,3.9,10266.81,9,75.89,2,0.3362,19944.93,0,59334.28,0
22,30035.95,0.0,14736.12,9,55.15,1,0.2621,5959.83,0,20147.5,1
40,51510.5,4.48,36976.58,6,67.47,2,0.7337,14522.04,0,7206.11,1
40,53582.14,1.59,43593.44,1,48.76,2,0.3892,28784.27,0,3908.78,0
48,72818.65,9.89,37763.25,12,59.38,2,0.1816,9618.85,0,10274.47,1
30,41452.01,10.3,23557.75,9,65.34,0,0.4271,85796.75,1,16633.37,0
56,17856.44,0.53,14646.46,11,89.93,0,0.3757,18228.61,1,13185.85,1
54,33803.63,5.52,2729.48,3,79.42,0,0.1825,5069.0,0,3853.56,0
43,53509.63,16.28,24155.22,2,82.22,1,0.5744,29489.59,0,977.03,1
29,56604.08,2.1,2906.37,11,71.59,2,0.2528,85157.87,0,5071.44,1
45,117333.45,9.13,3863.9,10,85.17,1,0.4739,3761.72,0,1335.86,1
54,71490.82,7.53,15816.25,11,58.02,1,0.3838,29680.19,0,4960.4,1
39,57055.35,12.46,22243.14,6,60.28,0,0.197,9005.47,2,14913.2,1
33,54204.13,8.48,12547.28,11,78.52,4,0.4307,17331.9,0,44097.24,1
45,90397.42,4.84,61485.21,3,67.53,1,0.6745,7199.05,0,1325.84,1
38,42173.14,7.33,26050.92,10,71.78,3,0.568,32714.61,0,4769.14,0
40,51635.3,7.41,14744.14,6,69.37,2,0.5165,14403.56,0,17127.62,0
38,33688.85,6.54,54566.48,2,92.06,1,0.1973,40554.34,0,7999.75,1
35,104150.91,0.4,62957.66,9,92.89,2,0.4804,8755.14,0,13891.41,0
56,65625.06,13.22,27123.99,5,61.98,1,0.631,15576.48,1,16850.93,1
43,40002.73,12.33,9681.0,2,43.84,0,0.2539,3563.49,2,8283.58,0
43,52238.95,1.78,11590.15,9,60.62,3,0.2785,100000.0,1,35485.68,1
53,69177.53,5.5,5657.49,10,57.65,1,0.5564,69001.74,0,106803.13,1
38,49131.96,5.87,17399.44,4,85.31,1,0.3041,82752.9,0,4592.52,0
25,43242.4,1.22,7770.53,12,86.73,2,0.3022,52643.61,0,27636.59,0
62,40972.87,0.0,13833.76,9,55.5,2,0.4704,11902.39,0,79993.93,1
23,64062.94,3.65,22172.48,1,59.93,2,0.466,17452.29,0,44139.08,0
49,46815.24,5.22,3681.81,5,48.34,2,0.1908,22073.56,1,6454.37,1
34,44841.87,0.0,6549.43,12,74.15,0,0.3546,23394.24,0,8931.22,1
31,30147.6,7.88,11999.84,3,71.28,3,0.3068,8360.49,1,2523.36,1
23,56955.57,12.81,17259.28,12,84.63,1,0.2621,8071.23,1,7184.61,0
65,50692.74,11.21,12124.87,7,79.95,0,0.3619,7059.8,0,7383.21,1
42,47588.51,6.37,14497.23,9,81.76,1,0.4394,13353.8,0,18113.89,0
37,60146.3,0.0,10231.0,9,47.33,1,0.2205,14388.19,0,4315.88,1
57,77009.92,10.58,5645.46,7,,0,0.2157,13111.64,1,12805.53,0
22,75417.37,7.73,11734.94,7,87.18,1,0.0893,21460.78,0,14474.58,1
48,70531.61,9.12,15177.85,7,63.38,3,0.6741,6837.03,0,7890.26,0
45,49354.63,16.68,14042.1,8,45.96,0,0.6447,9897.76,0,25518.88,1
48,42614.05,2.88,19684.05,9,84.93,2,0.4017,10571.37,0,7989.11,1
27,34383.31,0.0,25165.84,6,62.76,0,0.8171,31932.94,0,16084.04,1
67,42115.37,1.73,31054.78,6,89.0,2,0.3945,20668.58,1,3727.65,0
